Title,Price,Marque,Modele,Kilometrage,Mise_en_circulation,Energie,Boite_vitesse,Puissance_fiscale,Puissance_ch,Transmission,Carrosserie,Etat_general,Proprietaires,Gouvernorat,Couleur_exterieure,Couleur_interieure,Sellerie,Nombre_places,Nombre_portes,Cylindree,Equipements,Date_annonce,URL
Voiture a vendre,20000 DT,Renault,Megane,210000,01.2007,Essence,Automatique,7,,,,Occasion,,Nabeul,noir,,,,,1.6,<p>سيارة موصفات خليجية للبيع </p>,2026-01-13,https://www.cava.tn/voitures/voiture-a-vendre-979516
308 nouveau modèle,34000 DT,Peugeot,308,150000,01.2015,Essence,Manuelle,5,,,,Occasion,,Gabes,marron,,,,,1.2,<p>Véhicule très propre intérieur et extérieur </p><p>Entretien chez maison peugeot </p><p>Toutes options </p><p>4pneux neufs et Vidange récemment fait Aucun dépense à prévoir </p><p>Deuxième clé d&#39;origine et livre de voiture </p>,2026-01-13,https://www.cava.tn/voitures/308-nouveau-modle-979515
Symbol tel 26378701,14800 DT,Renault,Clio,198,01.2011,Essence,Manuelle,5,,,,Occasion,,Ariana,gris,,,,,1.2,symbol tel 26378701<br />,2026-01-13,https://www.cava.tn/voitures/symbol-tel-26378701-979470
Audi A3 Sportback 1.6,0 DT,Audi,Audi A3,190000,01.2010,Essence,Manuelle,6,,,,Occasion,,Medenine,blanc,,,,,1.6,"<p>Mon Numéro : 97587428</p><p>A Vendre Une Belle Audi A3 Sportback Essence 6 cv 1.6 Moteur Atmosphérique , Toute Options , Année : Fin 2010, KM :190 000 , Série : 143 TU Tous Les Papies En Règles , Voiture Neuf à l&#39;état D&#39;origine Bien Entretenu, Moteur Impeccable.</p><p></p>",2026-01-13,https://www.cava.tn/voitures/audi-a3-sportback-16-979468
mercedes e180,129900 DT,Mercedes,Autres,0,01.2019,Essence,Manuelle,9,,,,Occasion,,Bizerte,blanc,,,,,2.7,"<p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Hamdoun Auto </span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Mercedes E 180 AMG</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Voiture en excellent état</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Prix 129.900</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Puissance fiscale : 9 cv essence</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""></span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2019</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Boite : auto</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> klm 90.000</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Climatiseur bi-zon</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> chaise et volant chauffant</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> toit panoramique ouvrant</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> écran tactile</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> caméra de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> radar de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> sonorisation</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Regulateur de vitesse</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">volant multifonctions</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> jantes aluminium</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> usb , aux , Bluetooth</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">capteur de pluie</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">rétroviseur rabattable</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 22045077</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p>",2026-01-13,https://www.cava.tn/voitures/mercedes-e180-979466
hyundai i20,46900 DT,Hyundai,I20,0,01.2022,Essence,Manuelle,5,,,,Neuf,,Bizerte,rouge,,,,,1.2,"<p><span style=""color:rgb( 8 , 8 , 9 )""> Hamdoun Auto </span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Hyundai i 20</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">Voiture en excellent état</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Prix 46.900</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Puissance fiscale : 5 cv essence</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> 4 cylinder 1.2</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2022</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Boite : manuelle</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Climatiseur bi-zon</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> radar de recule</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> sonorisation</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> Regulateur de vitesse</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">volant multifonctions</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> jantes aluminium</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> usb , aux , Bluetooth</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">capteur de pluie</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">rétroviseur rabattable</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""color:rgb( 8 , 8 , 9 )""> 22045077.</span></p><p><span style=""color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p><p></p><p></p><p></p>",2026-01-13,https://www.cava.tn/voitures/hyundai-i20-979464
ssangyong korando,29900 DT,Ssangyong,Korando,0,01.2012,Diesel,Automatique,11,,,,Occasion,,Bizerte,blanc,,,,,2.6,"<p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Hamdoun Auto </span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Ssangyong corando 4*4</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Voiture en excellent état</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Prix 29.900</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Puissance fiscale : 11 cv gazoil</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""></span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2012</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Boite : auto</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Climatiseur</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> toit ouvrant</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> radar de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> sonorisation</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Regulateur de vitesse</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">volant multifonctions</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> jantes aluminium</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> usb , aux , Bluetooth</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">capteur de pluie</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">rétroviseur rabattable</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 22045077</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p>",2026-01-13,https://www.cava.tn/voitures/ssangyong-korando-979463
polo9,39900 DT,Volkswagen,Polo,0,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,gris,,,,,1.2,"<p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Hamdoun auto</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Volkswagen Polo 9</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Voiture en excellent état</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> prix 39900</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Puissance fiscale : essence 4</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2022</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Boite : manuelle 5rapport</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> écran tactile</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> radar de recul</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> jantes aluminium</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">climatisation bi -zon</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> sonorisation bose</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">volant multifonctions</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 22045077</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p>",2026-01-13,https://www.cava.tn/voitures/polo9-979460
Seat leon,560000 DT,Seat,Leon,177000,01.2020,Essence,Manuelle,6,,,,Occasion,,Sousse,bleu,,,,,1.3,Karhba nthifa nthifa toutes optionsSEAT leon tsiKit fr,2026-01-12,https://www.cava.tn/voitures/seat-leon-979402
Mahindra KUV100 K6+ propre et bien entretenue,24000 DT,Mahindra,Autres,105000,01.2019,Essence,Manuelle,5,,,,Occasion,,Nabeul,gris,,,,,1.2,"<p><span style=""color:rgb( 74 , 85 , 104 )"">Mahindra KUV100 K6&#43; 2eme main Bien entretenue et gardée dans un garage Disponible à Grombalia pour visite - pas de déplacement Pour toutes informations Veuillez contacter par WhatsApp </span><span style=""color:rgb( 74 , 85 , 104 );background-color:transparent"">Afficher le numéro</span></p><p><span style=""color:rgb( 74 , 85 , 104 )"">64 Ou appeler en Tunisie </span><span style=""color:rgb( 74 , 85 , 104 );background-color:transparent"">Afficher le numéro</span></p><p><span style=""background-color:rgba( 250 , 250 , 250 , 0.8 );color:rgb( 74 , 85 , 104 )""> Non sérieux s’abstenir SVP Prix légèrement négociable</span></p>",2026-01-12,https://www.cava.tn/voitures/mahindra-kuv100-k6-propre-et-bien-entretenue-979399
Occasion à ne pas rater,26500 DT,Fiat,500,183000,01.2009,Essence,Manuelle,4,,,,Occasion,,Sousse,Autres,,,,,1.2,"<p>Fiat 500 année 2009 mais importée de suisse en 2014.Voiture d&#39;une femme, très bien entretenue, papiers en règle, 1.2 l et 4 cylindres, 4 chevaux fiscaux.essence. boîte manuelle.</p><p>Vitres électriques, airbags, kilométrage 183k km. fermeture centralisée, climatisation en marche.réglage des rétroviseurs extérieurs électrique. Couleur bleu pastel changeant sur blanc.siège et volant réglables.limiteur de vitesse. Entretien à jour. Aucune dépense à prévoir.Prochaine visite technique: 05-01-2027</p><p>Contact seulement par téléphone pendant la journée.</p><p>Prix: 26500dt négociable. Visible à Sousse </p><p>46 885 854</p>",2026-01-12,https://www.cava.tn/voitures/occasion-ne-pas-rater-979398
mercedes e180,129900 DT,Mercedes,Autres,0,01.2019,Essence,Automatique,9,,,,Occasion,,Bizerte,blanc,,,,,1.2,"<p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Hamdoun Auto </span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Mercedes E 180 AMG</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Voiture en excellent état</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Prix 129.900</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Puissance fiscale : 9 cv essence</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""></span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2019</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Boite : auto</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> klm 90.000</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Climatiseur bi-zon</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> chaise et volant chauffant</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> toit panoramique ouvrant</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> écran tactile</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> caméra de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> radar de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> sonorisation</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Regulateur de vitesse</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">volant multifonctions</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> jantes aluminium</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> usb , aux , Bluetooth</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">capteur de pluie</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">rétroviseur rabattable</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 22045077</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p>",2026-01-12,https://www.cava.tn/voitures/mercedes-e180-979375
hyundai i20,46900 DT,Hyundai,I20,0,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,rouge,,,,,1.2,"<p>&#x1f1f9;&#x1f1f3;&#x1f1f9;&#x1f1f3; Hamdoun Auto&#x1f1f9;&#x1f1f3; &#x1f1f9;&#x1f1f3;</p><p>✅ Hyundai i 20 </p><p>&#x1f4a3;Voiture en excellent état </p><p> &#x1f4b6; Prix 46.900</p><p>⛔ Puissance fiscale : 5 cv essence</p><p>⛔️ 4 cylinder 1.2</p><p>⛔ Date de mise en circulation : 2022</p><p>⛔ Boite : manuelle </p><p>Options :</p><p>➡️ Climatiseur bi-zon</p><p>➡️ radar de recule </p><p>➡️ sonorisation</p><p>➡️ Commande online system </p><p>➡ Regulateur de vitesse </p><p>➡️volant multifonctions </p><p>➡️ jantes aluminium </p><p>➡️air bags frontaux latéraux , rideaux </p><p>➡️ usb , aux , Bluetooth </p><p>➡️anti patinage ESP</p><p>➡️anti démarrage électronique </p><p>➡️capteur de pluie </p><p>➡️rétroviseur rabattable </p><p>➡️Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte </p><p>☎ 22045077.</p><p> 99626002</p>",2026-01-12,https://www.cava.tn/voitures/hyundai-i20-979374
hyundai i20,46900 DT,Hyundai,I20,0,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,bleu,,,,,1.2,"<p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Hamdoun Auto </span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Hyundai i 20</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Voiture en excellent état</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Prix 46.900</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Puissance fiscale : 5 cv essence</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 4 cylinder 1.2</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2022</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Boite : manuelle</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Climatiseur bi-zon</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> radar de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> sonorisation</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Regulateur de vitesse</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">volant multifonctions</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> jantes aluminium</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> usb , aux , Bluetooth</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">capteur de pluie</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">rétroviseur rabattable</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 22045077.</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p>",2026-01-12,https://www.cava.tn/voitures/hyundai-i20-979372
peugoet 208,39900 DT,Peugeot,208,0,01.2022,Essence,Manuelle,5,,,,Occasion,,Bizerte,gris,,,,,1.2,"<p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Hamdoun Auto </span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Peugoet 208</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Voiture en excellent état premièremain toutes les entretiens chez maison Peugoet</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Prix 39.900</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Puissance fiscale : 5 cv essence</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 3 cylinder 1.2</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Date de mise en circulation : 2022</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Boite : manuelle</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> klm 50.000 certifié</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Options :</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Climatiseur</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> radar de recule</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> sonorisation</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Commande online system</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> Regulateur de vitesse</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">air bags frontaux latéraux , rideaux</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> usb , aux , Bluetooth</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti patinage ESP</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">anti démarrage électronique</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">capteur de pluie</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">Disponible a notre showroom Hamdoun Auto rue 7 novembre devant lycée Manzel jmil . Bizerte</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )""> 22045077.</span></p><p><span style=""background-color:rgb( 255 , 255 , 255 );color:rgb( 8 , 8 , 9 )"">99626002</span></p><p></p>",2026-01-12,https://www.cava.tn/voitures/peugoet-208-979371
